2013-01-01, 84.5
2013-01-02, 92.0
2013-01-03, 87.0
2013-01-04, 71.33333333333333
2013-01-05, 86.83333333333331
2013-01-06, 82.8
2013-01-07, 78.6
2013-01-08, 63.714285714285715
2013-01-09, 51.25
2013-01-10, 62.0
2013-01-11, 51.28571428571429
2013-01-12, 74.0
2013-01-13, 75.16666666666667
2013-01-14, 88.16666666666669
2013-01-15, 71.85714285714286
2013-01-16, 86.66666666666669
2013-01-17, 80.83333333333333
2013-01-18, 92.16666666666669
2013-01-19, 76.66666666666667
2013-01-20, 75.28571428571429
2013-01-21, 77.0
2013-01-22, 79.66666666666667
2013-01-23, 60.16666666666666
2013-01-24, 60.66666666666666
2013-01-25, 67.0
2013-01-26, 64.16666666666667
2013-01-27, 65.57142857142857
2013-01-28, 56.0
2013-01-29, 65.5
2013-01-30, 70.42857142857143
2013-01-31, 65.6
2013-02-01, 73.0
2013-02-02, 77.57142857142857
2013-02-03, 65.57142857142857
2013-02-04, 74.28571428571429
2013-02-05, 92.375
2013-02-06, 71.33333333333333
2013-02-07, 59.4
2013-02-08, 70.42857142857143
2013-02-09, 61.28571428571429
2013-02-10, 71.5
2013-02-11, 70.5
2013-02-12, 70.33333333333333
2013-02-13, 70.14285714285714
2013-02-14, 63.83333333333334
2013-02-15, 65.33333333333333
2013-02-16, 92.71428571428572
2013-02-17, 90.0
2013-02-18, 78.4
2013-02-19, 82.0
2013-02-20, 74.71428571428571
2013-02-21, 67.28571428571429
2013-02-22, 65.625
2013-02-23, 74.85714285714286
2013-02-24, 78.85714285714286
2013-02-25, 72.875
2013-02-26, 70.0
2013-02-27, 57.2
2013-02-28, 52.85714285714285
2013-03-01, 49.33333333333334
2013-03-02, 54.0
2013-03-03, 62.83333333333334
2013-03-04, 71.0
2013-03-05, 61.875
2013-03-06, 65.28571428571429
2013-03-07, 57.14285714285714
2013-03-08, 44.83333333333334
2013-03-09, 49.714285714285715
2013-03-10, 57.57142857142857
2013-03-11, 66.33333333333333
2013-03-12, 62.5
2013-03-13, 70.5
2013-03-14, 61.16666666666666
2013-03-15, 45.83333333333334
2013-03-16, 67.66666666666667
2013-03-17, 58.66666666666666
